ID	TranscriptomeName
F6X01_RS09490	class I SAM-dependent methyltransferase
F6X01_RS09495	hypothetical protein
F6X01_RS09500	ABC transporter ATP-binding protein
F6X01_RS09505	iron ABC transporter permease
F6X01_RS09510	ABC transporter substrate-binding protein
F6X01_RS09515	8-oxo-dGTP diphosphatase
F6X01_RS09520	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
F6X01_RS09525	ribosomal protein S18-alanine N-acetyltransferase
F6X01_RS09530	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB
F6X01_RS09535	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
F6X01_RS09540	HNH endonuclease family protein
F6X01_RS09545	DEAD/DEAH box helicase
F6X01_RS09550	hypothetical protein
F6X01_RS09555	hypothetical protein
F6X01_RS09560	ABC transporter ATP-binding protein
F6X01_RS09570	glycosyltransferase family 1 protein
F6X01_RS09575	NAD(P)H-hydrate epimerase
F6X01_RS09580	holo-ACP synthase
F6X01_RS09585	glutamine--fructose-6-phosphate transaminase (isomerizing)
F6X01_RS09590	alpha/beta fold hydrolase
F6X01_RS09595	triacylglycerol lipase
F6X01_RS09600	type I pantothenate kinase
F6X01_RS09605	hypothetical protein
F6X01_RS09610	hypothetical protein
F6X01_RS09615	phosphoglucosamine mutase
F6X01_RS09620	30S ribosomal protein S9
F6X01_RS09625	50S ribosomal protein L13
F6X01_RS09630	glycosyl hydrolase family 85
F6X01_RS09635	hypothetical protein
F6X01_RS09640	DUF1540 domain-containing protein
F6X01_RS09645	tRNA (guanosine(46)-N7)-methyltransferase TrmB
F6X01_RS09650	tRNA pseudouridine(38-40) synthase TruA
F6X01_RS09655	methyltransferase
F6X01_RS09660	energy-coupling factor transporter transmembrane protein EcfT
F6X01_RS09665	ABC transporter ATP-binding protein
F6X01_RS09670	ECF transporter S component
F6X01_RS09675	3-oxoacyl-ACP reductase FabG
F6X01_RS09680	hypothetical protein
F6X01_RS09685	ABC transporter ATP-binding protein
F6X01_RS09695	superoxide dismutase
F6X01_RS09700	beta-galactosidase
F6X01_RS09705	discoidin domain-containing protein
F6X01_RS09715	MFS transporter
F6X01_RS09720	hypothetical protein
F6X01_RS09725	glycosyltransferase
F6X01_RS09730	50S ribosomal protein L17
F6X01_RS09735	DNA-directed RNA polymerase subunit alpha
F6X01_RS09740	30S ribosomal protein S4
F6X01_RS09745	30S ribosomal protein S11
F6X01_RS09750	30S ribosomal protein S13
F6X01_RS09755	50S ribosomal protein L36
F6X01_RS09760	translation initiation factor IF-1
F6X01_RS09765	type I methionyl aminopeptidase
F6X01_RS09770	adenylate kinase
F6X01_RS09775	preprotein translocase subunit SecY
F6X01_RS09780	hypothetical protein
F6X01_RS09785	MFS transporter
F6X01_RS09790	glycerophosphoryl diester phosphodiesterase
F6X01_RS09795	ABC transporter family substrate-binding protein
F6X01_RS09810	50S ribosomal protein L15
F6X01_RS09815	50S ribosomal protein L30
F6X01_RS09820	30S ribosomal protein S5
F6X01_RS09825	50S ribosomal protein L18
F6X01_RS09830	50S ribosomal protein L6
F6X01_RS09835	30S ribosomal protein S8
F6X01_RS09840	type Z 30S ribosomal protein S14
F6X01_RS09845	50S ribosomal protein L5
F6X01_RS09850	50S ribosomal protein L24
F6X01_RS09855	50S ribosomal protein L14
F6X01_RS09860	30S ribosomal protein S17
F6X01_RS09865	50S ribosomal protein L29
F6X01_RS09870	50S ribosomal protein L16
F6X01_RS09875	30S ribosomal protein S3
F6X01_RS09880	50S ribosomal protein L22
F6X01_RS09885	30S ribosomal protein S19
F6X01_RS09890	50S ribosomal protein L2
F6X01_RS09895	50S ribosomal protein L23
F6X01_RS09900	50S ribosomal protein L4
F6X01_RS09905	50S ribosomal protein L3
F6X01_RS09910	30S ribosomal protein S10
F6X01_RS09915	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
F6X01_RS09920	hypothetical protein
F6X01_RS09925	hypothetical protein
F6X01_RS09930	glutamate--tRNA ligase
F6X01_RS09935	glutamine--tRNA ligase/YqeY domain fusion protein
F6X01_RS09945	5'-nucleotidase C-terminal domain-containing protein
F6X01_RS09950	alpha/beta hydrolase
F6X01_RS09955	elongation factor Tu
F6X01_RS09960	hypothetical protein
F6X01_RS09965	hypothetical protein
F6X01_RS09970	elongation factor G
F6X01_RS09975	30S ribosomal protein S7
F6X01_RS09980	30S ribosomal protein S12
F6X01_RS09985	hypothetical protein
F6X01_RS09990	hypothetical protein
F6X01_RS09995	choice-of-anchor M domain-containing protein
F6X01_RS10000	DNA-directed RNA polymerase subunit beta
F6X01_RS10005	DNA-directed RNA polymerase subunit beta
F6X01_RS10010	50S ribosomal protein L7/L12
F6X01_RS10015	50S ribosomal protein L10
F6X01_RS10020	50S ribosomal protein L1
F6X01_RS10025	50S ribosomal protein L11
F6X01_RS10030	transcription termination/antitermination protein NusG
F6X01_RS10035	preprotein translocase subunit SecE
F6X01_RS10040	tRNA-Trp
F6X01_RS10045	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
F6X01_RS10050	UDP-N-acetylmuramate dehydrogenase
F6X01_RS10055	MaoC family dehydratase
F6X01_RS10060	MaoC family dehydratase N-terminal domain-containing protein
F6X01_RS10065	50S ribosomal protein L33
F6X01_RS10070	tRNA-Met
F6X01_RS10075	tRNA-Thr
F6X01_RS10080	tRNA-Tyr
F6X01_RS10085	exodeoxyribonuclease III
F6X01_RS10090	enoyl-CoA hydratase/isomerase family protein
F6X01_RS10095	polyprenol phosphomannose-dependent alpha 1,6 mannosyltransferase MptB
F6X01_RS10100	4Fe-4S binding protein
F6X01_RS10105	NADH-quinone oxidoreductase subunit C
F6X01_RS10110	NADH dehydrogenase
F6X01_RS10115	2-oxoacid:acceptor oxidoreductase subunit alpha
F6X01_RS10120	2-oxoacid:ferredoxin oxidoreductase subunit beta
F6X01_RS10130	hypothetical protein
F6X01_RS10135	GDSL-type esterase/lipase family protein
F6X01_RS10145	hypothetical protein
F6X01_RS10150	hypothetical protein
F6X01_RS10155	M13 family peptidase
F6X01_RS10160	ABC transporter permease
F6X01_RS10165	ATP-binding cassette domain-containing protein
F6X01_RS10170	hypothetical protein
F6X01_RS10175	hypothetical protein
F6X01_RS10180	ABC transporter ATP-binding protein
F6X01_RS10185	hypothetical protein
F6X01_RS10190	hypothetical protein
F6X01_RS10195	hypothetical protein
F6X01_RS10200	CoA ester lyase
F6X01_RS10205	precorrin-6A synthase (deacetylating)
F6X01_RS10210	polyprenyl synthetase family protein
F6X01_RS10215	hypothetical protein
F6X01_RS10220	NADH-quinone oxidoreductase subunit NuoN
F6X01_RS10225	NADH-quinone oxidoreductase subunit M
F6X01_RS10230	NADH-quinone oxidoreductase subunit L
F6X01_RS10235	NADH-quinone oxidoreductase subunit NuoK
F6X01_RS10240	NADH-quinone oxidoreductase subunit J
F6X01_RS10245	NADH-quinone oxidoreductase subunit NuoI
F6X01_RS10250	NADH-quinone oxidoreductase subunit NuoH
F6X01_RS10255	NADH-quinone oxidoreductase subunit G
F6X01_RS10260	NADH-quinone oxidoreductase subunit NuoF
F6X01_RS10265	NADH-quinone oxidoreductase subunit NuoE
F6X01_RS10270	NADH-quinone oxidoreductase subunit D
F6X01_RS10275	NADH-quinone oxidoreductase subunit C
F6X01_RS10280	NADH-quinone oxidoreductase subunit B
F6X01_RS10285	NADH-quinone oxidoreductase subunit A
F6X01_RS10290	geranylgeranyl reductase family protein
F6X01_RS10295	hypothetical protein
F6X01_RS10300	chorismate-binding protein
F6X01_RS10305	DUF6297 family protein
F6X01_RS10310	ABC transporter ATP-binding protein
F6X01_RS10315	demethylmenaquinone methyltransferase
F6X01_RS10320	TM0106 family RecB-like putative nuclease
F6X01_RS10325	ABC transporter ATP-binding protein/permease
F6X01_RS10330	hypothetical protein
F6X01_RS10335	ABC transporter ATP-binding protein
F6X01_RS10340	hypothetical protein
F6X01_RS10345	1,4-dihydroxy-2-naphthoate polyprenyltransferase
F6X01_RS10350	MFS transporter
F6X01_RS10355	dihydroxyacetone kinase subunit DhaK
F6X01_RS10360	dihydroxyacetone kinase subunit L
F6X01_RS10365	PTS-dependent dihydroxyacetone kinase phosphotransferase subunit DhaM
F6X01_RS10370	deaminase
F6X01_RS10375	cation diffusion facilitator family transporter
F6X01_RS10380	hypothetical protein
F6X01_RS10385	L-lactate dehydrogenase
F6X01_RS10390	patatin-like phospholipase family protein
F6X01_RS10395	HAD-IIA family hydrolase
F6X01_RS10400	right-handed parallel beta-helix repeat-containing protein
F6X01_RS10405	ROK family transcriptional regulator
F6X01_RS10415	DUF4091 domain-containing protein
F6X01_RS10420	sugar ABC transporter permease
F6X01_RS10425	carbohydrate ABC transporter permease
F6X01_RS10430	extracellular solute-binding protein
F6X01_RS10440	tRNA-Lys
F6X01_RS10445	SH3 domain-containing protein
F6X01_RS10450	tRNA-Glu
F6X01_RS10455	tRNA-Asp
F6X01_RS10460	tRNA-Phe
F6X01_RS10465	carbohydrate ABC transporter permease
F6X01_RS10470	sugar ABC transporter permease
F6X01_RS10475	ABC transporter substrate-binding protein
F6X01_RS10480	alpha/beta hydrolase
F6X01_RS10485	DUF3073 domain-containing protein
F6X01_RS10490	phosphoribosylformylglycinamidine cyclo-ligase
F6X01_RS10495	amidophosphoribosyltransferase
F6X01_RS10500	MFS transporter
F6X01_RS10505	dipeptidase
F6X01_RS10510	slipin family protein
F6X01_RS10515	hypothetical protein
F6X01_RS10520	cbb3-type cytochrome c oxidase subunit I
F6X01_RS10525	aminodeoxychorismate synthase component I
F6X01_RS10530	phosphoribosylformylglycinamidine synthase subunit PurL
F6X01_RS10535	MFS transporter
F6X01_RS10540	aminopeptidase N
F6X01_RS10545	hypothetical protein
F6X01_RS10550	hypothetical protein
F6X01_RS10560	NAD(P)/FAD-dependent oxidoreductase
F6X01_RS10565	phosphatase PAP2 family protein
F6X01_RS10575	hypothetical protein
F6X01_RS10580	GDSL-type esterase/lipase family protein
F6X01_RS10585	hypothetical protein
F6X01_RS10590	ATPase
F6X01_RS10595	phosphoribosylformylglycinamidine synthase subunit PurQ
F6X01_RS10600	phosphoribosylaminoimidazolesuccinocarboxamide synthase
F6X01_RS10605	alkyl hydroperoxide reductase subunit C
F6X01_RS10610	alkyl hydroperoxide reductase subunit F
F6X01_RS10615	hydrogen peroxide-inducible genes activator
F6X01_RS10620	adenylosuccinate lyase
F6X01_RS10625	phosphoribosylamine--glycine ligase
F6X01_RS10630	adenylosuccinate synthase
F6X01_RS10635	GNAT family N-acetyltransferase
F6X01_RS10640	FCD domain-containing protein
F6X01_RS10645	N-acetylmannosamine-6-phosphate 2-epimerase
F6X01_RS10650	dihydrodipicolinate synthase family protein
F6X01_RS10655	DUF4862 family protein
F6X01_RS10660	MFS transporter
F6X01_RS10665	DUF3151 family protein
F6X01_RS10670	translational GTPase TypA
F6X01_RS10680	L,D-transpeptidase
F6X01_RS10690	biotin/lipoyl-binding protein
F6X01_RS10695	hypothetical protein
F6X01_RS10700	acyl-CoA carboxylase subunit beta
F6X01_RS10705	methylmalonyl-CoA carboxytransferase subunit 5S
F6X01_RS10710	hypothetical protein
F6X01_RS10720	hypothetical protein
F6X01_RS10725	class II fructose-bisphosphate aldolase
F6X01_RS10730	hypothetical protein
F6X01_RS10735	TrmH family RNA methyltransferase
F6X01_RS10740	VTT domain-containing protein
F6X01_RS10745	hypothetical protein
F6X01_RS10750	fused MFS/spermidine synthase
F6X01_RS10755	glycine betaine ABC transporter substrate-binding protein
F6X01_RS10760	hypothetical protein
F6X01_RS10765	MFS transporter
F6X01_RS10770	ATP-dependent chaperone ClpB
F6X01_RS10780	branched-chain amino acid transport system II carrier protein
F6X01_RS10785	HAD-IIB family hydrolase
F6X01_RS10790	fructose bisphosphate aldolase
F6X01_RS10795	flavin reductase family protein
F6X01_RS10800	Nramp family divalent metal transporter
F6X01_RS10805	sensor histidine kinase
F6X01_RS10810	response regulator transcription factor
F6X01_RS10815	ABC transporter ATP-binding protein
F6X01_RS10820	FtsX-like permease family protein
F6X01_RS10825	NUDIX domain-containing protein
F6X01_RS10830	amino acid permease
F6X01_RS10835	transporter
F6X01_RS10840	zinc-binding dehydrogenase
F6X01_RS10845	SGNH/GDSL hydrolase family protein
F6X01_RS10850	helix-turn-helix transcriptional regulator
F6X01_RS10855	molecular chaperone DnaJ
F6X01_RS10860	nucleotide exchange factor GrpE
F6X01_RS10865	molecular chaperone DnaK
F6X01_RS10870	hypothetical protein
F6X01_RS10875	inorganic phosphate transporter
F6X01_RS10880	response regulator transcription factor
F6X01_RS10890	hypothetical protein
F6X01_RS10895	deoxyribose-phosphate aldolase
F6X01_RS10900	ThuA domain-containing protein
F6X01_RS10905	FHA domain-containing protein
F6X01_RS10910	pyruvate, phosphate dikinase
F6X01_RS10915	kinase/pyrophosphorylase
F6X01_RS10920	class I SAM-dependent methyltransferase
F6X01_RS10925	phosphoserine phosphatase SerB
F6X01_RS10930	aldose 1-epimerase
F6X01_RS10935	acetyl-CoA hydrolase/transferase family protein
F6X01_RS10945	hypothetical protein
F6X01_RS10950	tRNA-Gly
F6X01_RS10955	type II toxin-antitoxin system VapC family toxin
F6X01_RS10960	antitoxin
F6X01_RS10970	nucleoside hydrolase
F6X01_RS10975	hypothetical protein
F6X01_RS10980	hypothetical protein
F6X01_RS10985	cupin domain-containing protein
F6X01_RS10995	TetR/AcrR family transcriptional regulator
F6X01_RS11000	ABC transporter ATP-binding protein/permease
F6X01_RS11005	ABC transporter ATP-binding protein/permease
F6X01_RS11010	hypothetical protein
F6X01_RS11015	EcsC family protein
F6X01_RS11020	threonine/serine exporter family protein
F6X01_RS11025	hypothetical protein
F6X01_RS11030	hypothetical protein
F6X01_RS11035	ABC transporter ATP-binding protein
F6X01_RS11040	hypothetical protein
F6X01_RS11045	2-oxo acid dehydrogenase subunit E2
F6X01_RS11050	alpha-ketoacid dehydrogenase subunit beta
F6X01_RS11055	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha
F6X01_RS11065	protoporphyrinogen oxidase
F6X01_RS11070	TIGR04053 family radical SAM/SPASM domain-containing protein
F6X01_RS11075	metallophosphoesterase
F6X01_RS11080	5'-nucleotidase C-terminal domain-containing protein
F6X01_RS11085	hypothetical protein
F6X01_RS11090	ABC transporter ATP-binding protein
F6X01_RS11100	ABC transporter ATP-binding protein
F6X01_RS11120	HTH domain-containing protein
F6X01_RS11125	hypothetical protein
F6X01_RS11130	integrase core domain-containing protein
F6X01_RS11140	alpha/beta fold hydrolase
F6X01_RS11145	cellulase family glycosylhydrolase
F6X01_RS11150	hypothetical protein
F6X01_RS11155	CAMP factor family pore-forming toxin
F6X01_RS11160	hypothetical protein
F6X01_RS11165	hypothetical protein
F6X01_RS11170	low molecular weight phosphotyrosine protein phosphatase
F6X01_RS11175	cyanophycinase
F6X01_RS11180	response regulator transcription factor
F6X01_RS11185	HAMP domain-containing histidine kinase
F6X01_RS11200	isopentenyl-diphosphate Delta-isomerase
F6X01_RS11205	MarP family serine protease
F6X01_RS11215	YciI family protein
F6X01_RS11220	NADH:flavin oxidoreductase/NADH oxidase
F6X01_RS11225	hypothetical protein
F6X01_RS11230	MFS transporter
F6X01_RS11235	ribonucleoside-diphosphate reductase subunit alpha
F6X01_RS11240	ribonucleotide-diphosphate reductase subunit beta
F6X01_RS11245	hypothetical protein
F6X01_RS11255	ROK family protein
F6X01_RS11260	membrane protein
F6X01_RS11265	type B 50S ribosomal protein L36
F6X01_RS11275	hypothetical protein
F6X01_RS11280	arginine--tRNA ligase
F6X01_RS11285	aldo/keto reductase
F6X01_RS11290	YdcF family protein
F6X01_RS11295	glucose-6-phosphate isomerase
F6X01_RS11300	hypothetical protein
F6X01_RS11305	bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase
F6X01_RS11310	DNA starvation/stationary phase protection protein
F6X01_RS11315	DEAD/DEAH box helicase
F6X01_RS11320	anaerobic ribonucleoside-triphosphate reductase activating protein
F6X01_RS11325	anaerobic ribonucleoside triphosphate reductase
F6X01_RS11330	YbhB/YbcL family Raf kinase inhibitor-like protein
F6X01_RS11335	cutinase family protein
F6X01_RS11340	membrane protein
F6X01_RS11345	tRNA-Leu
F6X01_RS11350	hypothetical protein
F6X01_RS11355	alpha/beta hydrolase
F6X01_RS11360	polysaccharide deacetylase family protein
F6X01_RS11365	TIGR03943 family protein
F6X01_RS11370	permease
F6X01_RS11375	hypothetical protein
F6X01_RS11380	polysaccharide deacetylase family protein
F6X01_RS11385	murein biosynthesis integral membrane protein MurJ
F6X01_RS11390	aspartate kinase
F6X01_RS11395	transglycosylase domain-containing protein
F6X01_RS11400	metallophosphoesterase
F6X01_RS11405	tRNA-Pro
F6X01_RS11410	type 1 glutamine amidotransferase
F6X01_RS11415	ABC transporter substrate-binding protein
F6X01_RS11420	ABC transporter permease
F6X01_RS11425	ABC transporter permease
F6X01_RS11430	ABC transporter ATP-binding protein
F6X01_RS11435	dipeptide ABC transporter ATP-binding protein
F6X01_RS11440	type B 50S ribosomal protein L31
F6X01_RS11445	50S ribosomal protein L28
F6X01_RS11450	50S ribosomal protein L33
F6X01_RS11455	30S ribosomal protein S14
F6X01_RS11460	50S ribosomal protein L32
F6X01_RS11465	FKBP-type peptidyl-prolyl cis-trans isomerase
F6X01_RS11470	glycoside hydrolase family 3 protein
F6X01_RS11480	urocanate hydratase
F6X01_RS11485	allantoate amidohydrolase
F6X01_RS11490	formimidoylglutamate deiminase
F6X01_RS11495	imidazolonepropionase
F6X01_RS11500	histidine ammonia-lyase
F6X01_RS11505	hypothetical protein
F6X01_RS11510	type I-E CRISPR-associated endoribonuclease Cas2e
F6X01_RS11520	hypothetical protein
F6X01_RS11525	alpha/beta fold hydrolase
F6X01_RS11530	septal ring lytic transglycosylase RlpA family protein
F6X01_RS11535	hypothetical protein
F6X01_RS11540	type II toxin-antitoxin system VapB family antitoxin
F6X01_RS11545	LytR C-terminal domain-containing protein
F6X01_RS11550	potassium/proton antiporter
F6X01_RS11560	hypothetical protein
F6X01_RS11565	tRNA-Ser
F6X01_RS11570	lipopolysaccharide biosynthesis protein
F6X01_RS11575	nucleoside deaminase
F6X01_RS11580	tRNA adenosine deaminase-associated protein
F6X01_RS11585	uracil phosphoribosyltransferase
F6X01_RS11590	acyl dehydratase
F6X01_RS11595	YbaK/EbsC family protein
F6X01_RS11600	hypothetical protein
F6X01_RS11605	KUP/HAK/KT family potassium transporter
F6X01_RS11610	type 1 glutamine amidotransferase
F6X01_RS11620	tRNA-Arg
F6X01_RS11625	tRNA-Ser
F6X01_RS11630	LCP family protein
F6X01_RS11635	LacI family DNA-binding transcriptional regulator
F6X01_RS11640	galactokinase
F6X01_RS11650	sodium:solute symporter family protein
F6X01_RS11655	hypothetical protein
F6X01_RS11660	hypothetical protein
F6X01_RS11665	tRNA-Ser
F6X01_RS11670	hypothetical protein
F6X01_RS11675	hypothetical protein
F6X01_RS11680	NAD(P)H-quinone oxidoreductase
F6X01_RS11685	argininosuccinate synthase
F6X01_RS11690	DUF4282 domain-containing protein
F6X01_RS11695	MFS transporter
F6X01_RS11700	sodium:proton antiporter
F6X01_RS11705	WhiB family transcriptional regulator
F6X01_RS11710	HAD family hydrolase
F6X01_RS11715	thiazolylpeptide-type bacteriocin
F6X01_RS11720	ABC transporter ATP-binding protein
F6X01_RS11725	ABC transporter permease
F6X01_RS11730	hypothetical protein
F6X01_RS11735	XRE family transcriptional regulator
F6X01_RS11740	hypothetical protein
F6X01_RS11745	hypothetical protein
F6X01_RS11750	cytosine permease
F6X01_RS11755	4Fe-4S dicluster domain-containing protein
F6X01_RS11760	FAD-dependent oxidoreductase
F6X01_RS11765	electron transfer flavoprotein subunit alpha/FixB family protein
F6X01_RS11770	electron transfer flavoprotein subunit beta/FixA family protein
F6X01_RS11775	CoA transferase
F6X01_RS11780	acyl-CoA dehydrogenase family protein
F6X01_RS11785	IclR family transcriptional regulator
F6X01_RS11790	DUF4921 family protein
F6X01_RS11795	serine--tRNA ligase
F6X01_RS11800	PRC and DUF2382 domain-containing protein
F6X01_RS11810	leucyl/phenylalanyl-tRNA--protein transferase
F6X01_RS11815	hypothetical protein
F6X01_RS11820	hypothetical protein
F6X01_RS11825	siderophore-interacting protein
F6X01_RS11830	undecaprenyl-diphosphate phosphatase
F6X01_RS11835	ferritin
F6X01_RS11840	hypothetical protein
F6X01_RS11845	hypothetical protein
F6X01_RS11850	50S ribosomal protein L9
F6X01_RS11855	30S ribosomal protein S18
F6X01_RS11860	single-stranded DNA-binding protein
F6X01_RS11865	30S ribosomal protein S6
F6X01_RS11870	hypothetical protein
F6X01_RS11875	rhodanese-like domain-containing protein
F6X01_RS11880	PTS sugar transporter subunit IIA
F6X01_RS11885	PTS fructose transporter subunit IIBC
F6X01_RS11890	hypothetical protein
F6X01_RS11895	long-chain fatty acid--CoA ligase
F6X01_RS11900	deoxyribonuclease IV
F6X01_RS11905	SDR family NAD(P)-dependent oxidoreductase
F6X01_RS11910	1-acyl-sn-glycerol-3-phosphate acyltransferase
F6X01_RS11915	GyrI-like domain-containing protein
F6X01_RS11920	septal ring lytic transglycosylase RlpA family protein
F6X01_RS11925	heavy metal translocating P-type ATPase
F6X01_RS11930	heavy-metal-associated domain-containing protein
F6X01_RS11935	metal-sensitive transcriptional regulator
F6X01_RS11940	replicative DNA helicase
F6X01_RS11945	zinc-binding alcohol dehydrogenase family protein
F6X01_RS11950	hypothetical protein
F6X01_RS11955	DNA-3-methyladenine glycosylase
F6X01_RS11960	anaerobic glycerol-3-phosphate dehydrogenase subunit C
F6X01_RS11965	glycerol-3-phosphate dehydrogenase subunit GlpB
F6X01_RS11970	anaerobic glycerol-3-phosphate dehydrogenase subunit A
F6X01_RS11975	D-glycerate dehydrogenase
F6X01_RS11980	MarR family transcriptional regulator
F6X01_RS11985	chloride channel protein
F6X01_RS11990	amino acid permease
F6X01_RS11995	MarR family transcriptional regulator
F6X01_RS12000	metallophosphoesterase
F6X01_RS12005	AAA family ATPase
F6X01_RS12010	MATE family efflux transporter
F6X01_RS12015	TetR/AcrR family transcriptional regulator
F6X01_RS12020	aminodeoxychorismate lyase
F6X01_RS12025	Cys-tRNA(Pro) deacylase
F6X01_RS12030	hypothetical protein
F6X01_RS12035	hypothetical protein
F6X01_RS12050	NAD(+) synthase
F6X01_RS12055	6-phosphofructokinase
F6X01_RS12060	alanine dehydrogenase
F6X01_RS12065	amino acid permease
F6X01_RS12070	hypothetical protein
F6X01_RS12075	hypothetical protein
F6X01_RS12080	hypothetical protein
F6X01_RS12085	hypothetical protein
F6X01_RS12090	Ig-like domain-containing protein
F6X01_RS12095	septal ring lytic transglycosylase RlpA family protein
F6X01_RS12100	citrate synthase
F6X01_RS12105	adenosine deaminase
F6X01_RS12110	alanine dehydrogenase
F6X01_RS12125	Gfo/Idh/MocA family oxidoreductase
F6X01_RS12130	hypothetical protein
F6X01_RS12135	PLP-dependent lyase/thiolase
F6X01_RS12140	ornithine aminomutase subunit alpha
F6X01_RS12145	cobalamin-dependent protein
F6X01_RS12150	glutamate mutase L
F6X01_RS12155	alanine/ornithine racemase family PLP-dependent enzyme
F6X01_RS12160	amino acid permease
F6X01_RS12165	amino acid permease
F6X01_RS12170	alanine racemase
F6X01_RS12175	phosphoglucomutase/phosphomannomutase family protein
F6X01_RS12180	galactokinase
F6X01_RS12185	nucleotidyltransferase family protein
F6X01_RS12190	hypothetical protein
F6X01_RS12200	DUF559 domain-containing protein
F6X01_RS12205	class II fumarate hydratase
F6X01_RS12210	carbohydrate ABC transporter permease
F6X01_RS12215	sugar ABC transporter permease
F6X01_RS12220	extracellular solute-binding protein
F6X01_RS12225	LacI family transcriptional regulator
F6X01_RS12230	suppressor of fused domain protein
F6X01_RS12235	mechanosensitive ion channel
F6X01_RS12240	glycerate kinase
F6X01_RS12245	hypothetical protein
F6X01_RS12250	CCA tRNA nucleotidyltransferase
F6X01_RS12255	DUF6049 family protein
F6X01_RS12260	protein kinase family protein
F6X01_RS12270	glycerol kinase GlpK
F6X01_RS12275	aquaporin family protein
F6X01_RS12280	helix-turn-helix domain-containing protein
F6X01_RS12285	trypsin-like peptidase domain-containing protein
F6X01_RS12295	LacI family DNA-binding transcriptional regulator
F6X01_RS12300	thioredoxin-disulfide reductase
F6X01_RS12310	hypothetical protein
F6X01_RS12315	RluA family pseudouridine synthase
F6X01_RS12320	MFS transporter
F6X01_RS12325	alpha/beta hydrolase
F6X01_RS12330	OsmC family protein
F6X01_RS12335	thioredoxin
F6X01_RS12340	glycerol-3-phosphate dehydrogenase
F6X01_RS12350	transketolase
F6X01_RS12355	ribulokinase
F6X01_RS12360	sn-glycerol-1-phosphate dehydrogenase
F6X01_RS12365	xylulose kinase
F6X01_RS12370	HAD-IIA family hydrolase
F6X01_RS12375	hypothetical protein
F6X01_RS12380	RpiB/LacA/LacB family sugar-phosphate isomerase
F6X01_RS12385	class II aldolase/adducin family protein
F6X01_RS12390	DeoR/GlpR family DNA-binding transcription regulator
F6X01_RS12395	mannonate dehydratase
F6X01_RS12400	mannitol dehydrogenase family protein
F6X01_RS12405	glucuronate isomerase
F6X01_RS12410	LacI family transcriptional regulator
F6X01_RS12415	glycoside-pentoside-hexuronide (GPH):cation symporter
F6X01_RS12420	glucosidase
F6X01_RS12425	beta-glucuronidase
F6X01_RS12430	hypothetical protein
F6X01_RS12440	(2Fe-2S)-binding protein
F6X01_RS12445	hypothetical protein
F6X01_RS12450	PLP-dependent aminotransferase family protein
F6X01_RS12455	D-alanine--D-alanine ligase
F6X01_RS12460	SURF1 family protein
F6X01_RS12465	DUF3817 domain-containing protein
F6X01_RS12470	ParB/RepB/Spo0J family partition protein
F6X01_RS12475	AAA family ATPase
F6X01_RS12480	hypothetical protein
F6X01_RS12485	hypothetical protein
F6X01_RS12490	hypothetical protein
F6X01_RS12495	hypothetical protein
F6X01_RS12500	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG
F6X01_RS12510	hypothetical protein
F6X01_RS12515	hypothetical protein
F6X01_RS12520	hypothetical protein
F6X01_RS12525	alanine racemase
F6X01_RS12530	peptidoglycan bridge formation glycyltransferase FemA/FemB family protein
F6X01_RS12535	hypothetical protein
F6X01_RS12540	RNA-binding protein
F6X01_RS12545	membrane protein insertase YidC
F6X01_RS12550	membrane protein insertion efficiency factor YidD
F6X01_RS12555	ribonuclease P protein component
F6X01_RS12560	50S ribosomal protein L34
F6X01_RS12570	hypothetical protein
F6X01_RS12575	hypothetical protein
F6X01_RS12580	hypothetical protein
F6X01_RS12585	hypothetical protein
F6X01_RS12590	hypothetical protein
F6X01_RS12600	hypothetical protein
F6X01_RS12645	hypothetical protein
F6X01_RS12655	hypothetical protein
F6X01_RS12665	hypothetical protein
F6X01_RS12670	hypothetical protein
F6X01_RS12675	hypothetical protein
F6X01_RS12680	hypothetical protein
F6X01_RS12685	hypothetical protein
F6X01_RS12695	hypothetical protein
F6X01_RS12705	hypothetical protein
F6X01_RS12715	hypothetical protein
F6X01_RS12735	hypothetical protein
F6X01_RS12740	hypothetical protein
F6X01_RS12745	hypothetical protein
F6X01_RS12750	hypothetical protein
F6X01_RS12755	hypothetical protein
F6X01_RS12765	hypothetical protein
F6X01_RS12770	hypothetical protein
F6X01_RS12775	methylenetetrahydrofolate reductase
F6X01_RS12780	hypothetical protein
F6X01_RS12785	ABC transporter ATP-binding protein
F6X01_RS12790	hypothetical protein
F6X01_RS12795	ATP-binding cassette domain-containing protein
F6X01_RS12805	AMP-binding protein
F6X01_RS12820	hypothetical protein
F6X01_RS12825	hypothetical protein
F6X01_RS12830	hypothetical protein
F6X01_RS12835	hypothetical protein
